khmer_input,robotic_command
ងាកទៅស្ដាំ ដប់បី ដឺក្រេ ប្រាំពី ម៉ែត្រ/វិនាទី                                                                            ,"{'action': 'rotate', 'params': {'angular_velocity': 7, 'angle': 13, 'is_clockwise': True, 'unit': 'degrees'}}"
ងាកទៅឆ្វេង 44 ដឺក្រេ ដោយល្បឿន 1 ម៉ែត្រ/វិនាទី                                                                       ,"{'action': 'rotate', 'params': {'angular_velocity': 1, 'angle': 44, 'is_clockwise': False, 'unit': 'degrees'}}"
ងាកទៅឆ្វេង 106 ដឺក្រេ ក្នុងល្បឿន 2 ម៉ែត្រ/វិ                                                                         ,"{'action': 'rotate', 'params': {'angular_velocity': 2, 'angle': 106, 'is_clockwise': False, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ២៩១ ដឺក្រេល្បឿន ១០ ម៉ក្នុង១វិ                                                                             ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 291, 'is_clockwise': True, 'unit': 'degrees'}}"
បត់ឆ្វេង ២៦៧ ដឺក្រេ ល្បឿន ៥ ម៉ែត្រ/វិនាទី                                                                            ,"{'action': 'rotate', 'params': {'angular_velocity': 5, 'angle': 267, 'is_clockwise': False, 'unit': 'degrees'}}"
បង្វែឆ្វេង ៨៣ ដឺក្រេ ល្បឿន ៧ ម៉ក្នុង១វិ                                                                              ,"{'action': 'rotate', 'params': {'angular_velocity': 7, 'angle': 83, 'is_clockwise': False, 'unit': 'degrees'}}"
បត់ស្ដាំ ៣០៥ ដឺក្រេ ល្បឿន ៤ ម៉/វិនាទី                                                                                ,"{'action': 'rotate', 'params': {'angular_velocity': 4, 'angle': 305, 'is_clockwise': True, 'unit': 'degrees'}}"
បង្វែស្ដាំ ២៩១ ដឺក្រេ ល្បឿន ៨ ម៉ក្នុង១វិនាទី                                                                           ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 291, 'is_clockwise': True, 'unit': 'degrees'}}"
បង្វែឆ្វេង ៣០០ ដឺក្រេ ល្បឿន ៨ ម៉ែត្រក្នុង១វិនាទី                                                                       ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 300, 'is_clockwise': False, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ៨២ ដឺក្រេ ល្បឿន ៤ ម៉/វិ                                                                                 ,"{'action': 'rotate', 'params': {'angular_velocity': 4, 'angle': 82, 'is_clockwise': True, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១៣៩ ដឺក្រេ ប្រើល្បឿន ប្រាំបួន ម៉ែត្រក្នុង១វិនាទី                                                                ,"{'action': 'rotate', 'params': {'angular_velocity': 9, 'angle': 139, 'is_clockwise': False, 'unit': 'degrees'}}"
បង្វែស្ដាំ ចិតប្រាំពីរ ដឺក្រេ ក្នុងល្បឿន ប្រាំ ម៉/វិនាទី                                                                     ,"{'action': 'rotate', 'params': {'angular_velocity': 5, 'angle': 77, 'is_clockwise': True, 'unit': 'degrees'}}"
បត់ស្ដាំ ៣០៥ ដឺក្រេ រហូតដល់ល្បឿន ៦ ម៉ក្នុង១វិ                                                                           ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 305, 'is_clockwise': True, 'unit': 'degrees'}}"
បង្វែឆ្វេង ៣៣៣ ដឺក្រេ ដោយល្បឿន ៨ ម/វិ                                                                             ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 333, 'is_clockwise': False, 'unit': 'degrees'}}"
បង្វែស្ដាំ ១១២ ដឺក្រេ ដោយប្រើល្បឿន ៦ ម/វិនាទី                                                                        ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 112, 'is_clockwise': True, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១០៩ ដឺក្រេ ក្នុងល្បឿន ៨ ម៉ែត្រ/វិ                                                                          ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 109, 'is_clockwise': False, 'unit': 'degrees'}}"
បត់ស្ដាំ មួយរយសែសិប ដឺក្រេ រហូតដល់ល្បឿន ប្រាំពីរ ម/វិ                                                                     ,"{'action': 'rotate', 'params': {'angular_velocity': 7, 'angle': 140, 'is_clockwise': True, 'unit': 'degrees'}}"
ទៅក្រោយ ១២.៣៦ ម៉ែត្រ ដោយល្បឿន ៤.៩៤ ម៉ែត្រ/វិ                                                                       ,"{'action': 'move', 'params': {'linear_speed': 4.94, 'distance': 12.36, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ៤.៦១ ម៉ែត្រ ដោយល្បឿន ៤.០ ម៉ក្នុង១វិ                                                                        ,"{'action': 'move', 'params': {'linear_speed': 4.0, 'distance': 4.61, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៥.៣៧ ម៉ែត្រ រហូតដល់ល្បឿន ៧.៦៩ ម៉ែត្រក្នុង១វិនាទី                                                              ,"{'action': 'move', 'params': {'linear_speed': 7.69, 'distance': 15.37, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៥.៦៧ ម៉ែត្រ រហូតដល់ល្បឿន ១.០៦ ម៉ែត/វិ                                                                      ,"{'action': 'move', 'params': {'linear_speed': 1.06, 'distance': 5.67, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ៩.២៧ ម៉ែត្រ រហូតដល់ល្បឿន ៦.១៥ ម៉ែតក្នុង១វិ                                                                    ,"{'action': 'move', 'params': {'linear_speed': 6.15, 'distance': 9.27, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៤.៩៨ ម៉ែត្រ ដោយល្បឿន ៦.៨៨ ម៉ែត/វិ                                                                         ,"{'action': 'move', 'params': {'linear_speed': 6.88, 'distance': 4.98, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៦.១៦ ម៉ែត្រ រហូតដល់ល្បឿន ៥.៣៨ ម៉ក្នុង១វិ                                                                     ,"{'action': 'move', 'params': {'linear_speed': 5.38, 'distance': 6.16, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១១.៣៣ ម៉ែត្រ ដោយល្បឿន ៨.០៥ ម៉ែត្រ/វិនាទី                                                                      ,"{'action': 'move', 'params': {'linear_speed': 8.05, 'distance': 11.33, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៥.៥៧ ម៉ែត្រ ក្នុងល្បឿន ៥.៥៤ ម៉/វិនាទី                                                                      ,"{'action': 'move', 'params': {'linear_speed': 5.54, 'distance': 15.57, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១០.៩៧ ម៉ែត្រ រហូតដល់ល្បឿន ៦.១៩ ម៉ែត/វិនាទី                                                                     ,"{'action': 'move', 'params': {'linear_speed': 6.19, 'distance': 10.97, 'is_forward': True, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ៩.៧៩ ម៉ែត្រ ដោយល្បឿន ៨.៩ ម៉ែត្រ/វិ                                                                       ,"{'action': 'move', 'params': {'linear_speed': 8.9, 'distance': 9.79, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១០.២៤ ម៉ែត្រ ក្នុងល្បឿន ២.៤៦ ម៉/វិ                                                                          ,"{'action': 'move', 'params': {'linear_speed': 2.46, 'distance': 10.24, 'is_forward': False, 'unit': 'meter'}}"
ទៅមុខ ១០.១៦ ម៉ែត្រ ដោយល្បឿន ១.៩៥ ម៉/វិ                                                                            ,"{'action': 'move', 'params': {'linear_speed': 1.95, 'distance': 10.16, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ២.៤៥ ម៉ែត្រ រហូតដល់ល្បឿន ៩.១៤ ម៉/វិ                                                                        ,"{'action': 'move', 'params': {'linear_speed': 9.14, 'distance': 2.45, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៤.៤៨ ម៉ែត្រ ក្នុងល្បឿន ៤.៦៥ ម៉ែត្រ/វិនាទី                                                                    ,"{'action': 'move', 'params': {'linear_speed': 4.65, 'distance': 4.48, 'is_forward': True, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ២.៧៣ ម៉ែត្រ ដោយល្បឿន ៣.៦៧ ម៉ែត/វិ                                                                       ,"{'action': 'move', 'params': {'linear_speed': 3.67, 'distance': 2.73, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១៤.៦៧ ម៉ែត្រ ដោយល្បឿន ៧.១៣ ម៉ែត្រ/វិនាទី                                                                    ,"{'action': 'move', 'params': {'linear_speed': 7.13, 'distance': 14.67, 'is_forward': False, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ២.៤ ម៉ែត្រ ដោយល្បឿន ៣.៤៣ ម៉ែតក្នុង១វិ                                                                     ,"{'action': 'move', 'params': {'linear_speed': 3.43, 'distance': 2.4, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៣.៨១ ម៉ែត្រ ដោយល្បឿន ៣.៨៤ ម៉ែត្រ/វិនាទី                                                                     ,"{'action': 'move', 'params': {'linear_speed': 3.84, 'distance': 3.81, 'is_forward': False, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ១៨.២៨ ម៉ែត្រ ក្នុងល្បឿន ៩.៥៦ ម៉/វិនាទី                                                                     ,"{'action': 'move', 'params': {'linear_speed': 9.56, 'distance': 18.28, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ៦.០៥ ម៉ែត្រ ដោយល្បឿន ៧.១២ ម៉ែត/វិនាទី                                                                     ,"{'action': 'move', 'params': {'linear_speed': 7.12, 'distance': 6.05, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ៥.០៨ ម៉ែត្រ រហូតដល់ល្បឿន ៨.២៨ ម៉ែត/វិនាទី                                                                    ,"{'action': 'move', 'params': {'linear_speed': 8.28, 'distance': 5.08, 'is_forward': False, 'unit': 'meter'}}"
ទៅមុខ ១៩.៧១ ម៉ែត្រ ក្នុងល្បឿន ៧.៨៣ ម៉ែត្រក្នុង១វិនាទី                                                                   ,"{'action': 'move', 'params': {'linear_speed': 7.83, 'distance': 19.71, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ៥.៣៨ ម៉ែត្រ រហូតដល់ល្បឿន ៧.៤២ ម៉ែតក្នុង១វិ                                                                    ,"{'action': 'move', 'params': {'linear_speed': 7.42, 'distance': 5.38, 'is_forward': False, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ១២.៤៥ ម៉ែត្រ ដោយល្បឿន ៤.៣៥ ម៉ែត/វិនាទី                                                                   ,"{'action': 'move', 'params': {'linear_speed': 4.35, 'distance': 12.45, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ២.៨៧ ម៉ែត្រ ក្នុងល្បឿន ៥.៥១ ម៉ែត/វិ                                                                        ,"{'action': 'move', 'params': {'linear_speed': 5.51, 'distance': 2.87, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ៧.៤៥ ម៉ែត្រ ក្នុងល្បឿន ៥.៤២ ម៉ែត្រក្នុង១វិនាទី                                                                    ,"{'action': 'move', 'params': {'linear_speed': 5.42, 'distance': 7.45, 'is_forward': True, 'unit': 'meter'}}"
